FID,parada,descricao,situacao,estrutura_de_paragem,tipo,geo_ponto_rede_pto
Paradas de onibus.fid-70332a8e_1869e51a008_575e,2346,SMLN ANTES ENTRADA MI/ML 10 E 11 EPPR,ATIVA,SEM ESTRUTURA,Padrão,POINT (198787.9194164077 8253814.7159046335)
Paradas de onibus.fid-70332a8e_1869e51a008_575f,7652,EM FRENTE A SMLN 08 - CONJUNTO 01/02,ATIVA,,Tipo C,POINT (198756.61005739606 8255536.324534616)
Paradas de onibus.fid-70332a8e_1869e51a008_5760,7653,EM FRENTE A SMLN 08 - CONJUNTO 01/02,ATIVA,,Tipo C,POINT (198723.81013751414 8255591.26005005)
Paradas de onibus.fid-70332a8e_1869e51a008_5761,2343,SMLN APOS ENTRADA MI/ML 08 CONJUNTO 1 E 2 EPPR,ATIVA,SEM ESTRUTURA,Padrão,POINT (198755.13005573064 8255530.440224624)
Paradas de onibus.fid-70332a8e_1869e51a008_5762,2341,SMLN APOS A CURVA EPPR,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (198490.36830124658 8256521.237240092)
Paradas de onibus.fid-70332a8e_1869e51a008_5763,2357,LADO OPOSTO ENTRADA MI 07 CONJUNTO 4 E 5 EPPR,ATIVA,SEM ESTRUTURA,Habitual,POINT (198541.3057921257 8256538.348488347)
Paradas de onibus.fid-70332a8e_1869e51a008_5764,2356,SMLN TR 07 CHACARA SANTO ANTONIO EPPR,ATIVA,SEM ESTRUTURA,Habitual,POINT (198450.14493532214 8256120.966113565)
Paradas de onibus.fid-70332a8e_1869e51a008_5765,2342,SMLN ANTES ENTRADA MI 07 CONJUNTO 4 APOS A CURVA EPPR,ATIVA,SEM ESTRUTURA,Habitual,POINT (198404.90412592498 8256075.399345101)
Paradas de onibus.fid-70332a8e_1869e51a008_5766,2358,SMLN APOS A CURVA EPPR,ATIVA,SEM ESTRUTURA,Habitual,POINT (197985.15817764067 8256667.944435805)
Paradas de onibus.fid-70332a8e_1869e51a008_5767,6273,MI 06 Conj. 01 / Mirante do Casal DF - 005,ATIVA,SEM ESTRUTURA,Habitual,POINT (197920.66360138764 8256640.833547604)
Paradas de onibus.fid-70332a8e_1869e51a008_5768,6274,Lado Oposto a MI 06 Conj. 01 / Mirante do Casal DF - 005,ATIVA,SEM ESTRUTURA,Habitual,POINT (197852.28265354646 8256723.853149597)
Paradas de onibus.fid-70332a8e_1869e51a008_5769,5249,EM FRENTE A CH 234 RUA 6,ATIVA,SEM ESTRUTURA,Placa,POINT (176237.3867451794 8249886.39188679)
Paradas de onibus.fid-70332a8e_1869e51a008_576a,6262,Chácara 232 - Condomínio Residencial Vale das Palmeiras RUA 05,ATIVA,SEM ESTRUTURA,Habitual,POINT (176604.07647778993 8250150.622996809)
Paradas de onibus.fid-70332a8e_1869e51a008_576b,6261,Chácara 277 - Lado Oposto ao Colégio Vicente Pires RUA 05,ATIVA,SEM ESTRUTURA,Padrão,POINT (176425.92230051028 8249835.381221201)
Paradas de onibus.fid-70332a8e_1869e51a008_576c,5248,EM FRENTE A CH 277 RUA 6,ATIVA,SEM ESTRUTURA,Placa,POINT (176162.24048254572 8249871.065580845)
Paradas de onibus.fid-70332a8e_1869e51a008_576d,5263,EM FRENTE A CH 117 RUA 4-B,ATIVA,SEM ESTRUTURA,Habitual,POINT (176431.04081318917 8249730.235051949)
Paradas de onibus.fid-70332a8e_1869e51a008_576e,5282,EM FRENTE A CH 282 RUA 4-B,ATIVA,SEM ESTRUTURA,Habitual,POINT (176424.54174475715 8249721.59702288)
Paradas de onibus.fid-70332a8e_1869e51a008_576f,5262,EM FRENTE A CH 117 RUA 4-B,ATIVA,SEM ESTRUTURA,Habitual,POINT (176621.0030152803 8249604.595441982)
Paradas de onibus.fid-70332a8e_1869e51a008_5770,7758,RUA 07 - CH�CARA 330 - AGROPET,ATIVA,,Tipo C,POINT (174014.19019182882 8250541.096126807)
Paradas de onibus.fid-70332a8e_1869e51a008_5771,5275,LATERAL DA CH 330 RUA 7,ATIVA,SEM ESTRUTURA,Habitual,POINT (174003.87406734168 8250506.552315775)
Paradas de onibus.fid-70332a8e_1869e51a008_5772,5276,EM FRENTE A CH 212 RUA 8,ATIVA,SEM ESTRUTURA,Placa,POINT (174514.22417791525 8250482.374720148)
Paradas de onibus.fid-70332a8e_1869e51a008_5773,5272,EM FRENTE A CH 207 RUA 8,ATIVA,SEM ESTRUTURA,Habitual,POINT (174026.7547318237 8250495.578308379)
Paradas de onibus.fid-70332a8e_1869e51a008_5774,5273,LADO OPOSTO A CH 327 RUA 7,ATIVA,SEM ESTRUTURA,Habitual,POINT (174008.87074009157 8250800.965234818)
Paradas de onibus.fid-70332a8e_1869e51a008_5775,5274,EM FRENTE A CH 327 RUA 7,ATIVA,SEM ESTRUTURA,Habitual,POINT (174000.28732041034 8250818.614014417)
Paradas de onibus.fid-70332a8e_1869e51a008_5776,5271,EM FRENTE A CH 201 RUA 8,ATIVA,SEM ESTRUTURA,Habitual,POINT (174484.63221954973 8250497.114956465)
Paradas de onibus.fid-70332a8e_1869e51a008_5777,6426,Ao lado do CasaPark,ATIVA,SEM ESTRUTURA,Metálico,POINT (183657.41945402772 8247898.15819844)
Paradas de onibus.fid-70332a8e_1869e51a008_5778,2192,QD. 15 - ESQUINA SOFS,ATIVA,SEM ESTRUTURA,Habitual,POINT (183234.89598120502 8247963.529384485)
Paradas de onibus.fid-70332a8e_1869e51a008_5779,2193,LADO OPOSTO A SOFS QD. 15 - SOFS,ATIVA,SEM ESTRUTURA,Placa,POINT (183282.21529987565 8248019.963111493)
Paradas de onibus.fid-70332a8e_1869e51a008_577a,3652,LADO OPOSTO AO CASA PARK EPIA,ATIVA,SEM ESTRUTURA,Habitual,POINT (183925.38865388226 8248133.209397481)
Paradas de onibus.fid-70332a8e_1869e51a008_577b,3670,EM FRENTE AO CASA PARK EPIA,ATIVA,SEM ESTRUTURA,Habitual,POINT (183833.0758140156 8248147.478349342)
Paradas de onibus.fid-70332a8e_1869e51a008_577c,2191,QD. 10 CONJ. A - CENTRALTEC EXTINTORES SOFS,ATIVA,SEM ESTRUTURA,Padrão,POINT (183281.49905324256 8248326.53817584)
Paradas de onibus.fid-70332a8e_1869e51a008_577d,2194,LADO OPOSTO A SOFS QD. 10 - EM FRENTE A COTRIL SOFS,ATIVA,SEM ESTRUTURA,Padrão,POINT (183327.3422210983 8248346.976095563)
Paradas de onibus.fid-70332a8e_1869e51a008_577e,2195,LADO OPOSTO A SOFS QD. 4 - SGAS VIACAO ARAGUARINA SOFS,ATIVA,SEM ESTRUTURA,Padrão,POINT (183380.8368195817 8248731.037775185)
Paradas de onibus.fid-70332a8e_1869e51a008_577f,2190,QD. 4 CONJ. A - COMANDO AUTO-PECAS SOFS,ATIVA,SEM ESTRUTURA,Padrão,POINT (183341.69160720985 8248744.194178953)
Paradas de onibus.fid-70332a8e_1869e51a008_5780,3654,LADO OPOSTO A VIPLAN EPIA,ATIVA,SEM ESTRUTURA,Habitual,POINT (184012.9711692611 8248658.751524101)
Paradas de onibus.fid-70332a8e_1869e51a008_5781,3669,EM FRENTE A VIPLAN EPIA,ATIVA,SEM ESTRUTURA,Habitual,POINT (183907.5953975221 8248583.433949421)
Paradas de onibus.fid-70332a8e_1869e51a008_5782,7775,AV INDEPENDENCIA - CAMPUS UNB,ATIVA,,Tipo C,POINT (215354.97661169403 8273400.878224503)
Paradas de onibus.fid-70332a8e_1869e51a008_5783,3133,BAIRRO JARDIM RORIZ INDEPENDENCIA,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (215393.2437562151 8273421.457725952)
Paradas de onibus.fid-70332a8e_1869e51a008_5784,3137,VILA N.S. FATIMA QUADRA B CONJUNTO B1 CASA 05 BAIRRO DE FATIMA,ATIVA,SEM ESTRUTURA,Habitual,POINT (214850.65780196618 8273263.392317729)
Paradas de onibus.fid-70332a8e_1869e51a008_5785,3136,FRENTE UNB BAIRRO DE FATIMA,ATIVA,SEM ESTRUTURA,Padrão,POINT (214941.80285998486 8273372.09401354)
Paradas de onibus.fid-70332a8e_1869e51a008_5786,3135,VILA N.S. FATIMA QUADRA E CONJUNTO E3 CASA 19 BAIRRO DE FATIMA,ATIVA,SEM ESTRUTURA,Habitual,POINT (215105.9906353217 8273354.33732178)
Paradas de onibus.fid-70332a8e_1869e51a008_5787,3134,VILA N.S. FATIMA QUADRA H CONJUNTO H4 CASA 12 BAIRRO DE FATIMA,ATIVA,SEM ESTRUTURA,Habitual,POINT (215268.576829936 8273348.683816607)
Paradas de onibus.fid-70332a8e_1869e51a008_5788,3117,LADO OPOSTO BAIRRO JARDIM RORIZ ENTRADA CAMPUS UNB INDEPENDENCIA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (215353.28229304974 8273398.192938122)
Paradas de onibus.fid-70332a8e_1869e51a008_5789,8026,DF 015 – EPTM – Próximo ao retorno – Em frente a Quadra 04 – Paranoá Parque,ATIVA,,Tipo C,POINT (201433.95227250177 8255460.4684694605)
Paradas de onibus.fid-70332a8e_1869e51a008_578a,7555,PARANO� PARQUE - Em frente a Quadra 04 - Bal�o de entrada,ATIVA,,Tipo C,POINT (201488.77173450997 8255345.576788063)
Paradas de onibus.fid-70332a8e_1869e51a008_578b,7556,PARANO� PARQUE - Quadra 04 - Conjunto 03,ATIVA,,Tipo C,POINT (201192.67654007446 8255142.432494853)
Paradas de onibus.fid-70332a8e_1869e51a008_578c,7562,PARANO� PARQUE - Quadra 04 - Conjunto 03,ATIVA,,Tipo C,POINT (201112.5033392326 8255301.064192091)
Paradas de onibus.fid-70332a8e_1869e51a008_578d,7563,PARANO� PARQUE - Quadra 04 - Conjunto 01,ATIVA,,Tipo C,POINT (201417.0725668962 8255301.438844653)
Paradas de onibus.fid-70332a8e_1869e51a008_578e,7564,PARANO� PARQUE - Quadra 03 - Bal�o de entrada,ATIVA,,Tipo C,POINT (201596.72351826477 8255356.97045415)
Paradas de onibus.fid-70332a8e_1869e51a008_578f,6917,EPTM - ANTES DA ENTRADA SML MI7,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (201002.9777554972 8255487.2528237915)
Paradas de onibus.fid-70332a8e_1869e51a008_5790,6918,EPTM - DEPOIS DA ENTRADA SML MI7,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (201033.19917219476 8255463.201177285)
Paradas de onibus.fid-70332a8e_1869e51a008_5791,6844,"Quadra 04, Conjunto 01, Lote 01, Bloco ""N""",ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (201479.07704672436 8255181.7733187815)
Paradas de onibus.fid-70332a8e_1869e51a008_5792,2718,QD. 34. PROXIMO AO TERMINAL - APOS SAIDA DO PARANOA DF 015,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (201560.51761123692 8255544.8410151405)
Paradas de onibus.fid-70332a8e_1869e51a008_5793,6857,"Lado Oposto a Quadra 04, Conjunto 01, Lote 01, Bloco ""n""",ATIVA,SEM ESTRUTURA,Placa,POINT (201499.77536378513 8255183.201458468)
Paradas de onibus.fid-70332a8e_1869e51a008_5794,6855,Lado oposto ao Reservatório da CAESB,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (201581.4991320543 8255347.020119835)
Paradas de onibus.fid-70332a8e_1869e51a008_5795,6856,Em frente ao Reservatório da CAESB,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (201525.5071962654 8255354.906054546)
Paradas de onibus.fid-70332a8e_1869e51a008_5796,2966,LADO OPOSTO A FAZENDA SAO MIGUEL N 84 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221419.228813069 8258745.141706597)
Paradas de onibus.fid-70332a8e_1869e51a008_5797,2965,EM FRENTE A FAZENDA SAO MIGUEL N 84 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221453.0229160054 8258744.1116806045)
Paradas de onibus.fid-70332a8e_1869e51a008_5798,2964,LADO OPOSTO A FAZENDA ESTRELA DOURADA N 87/ 88 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221987.07707057102 8258036.038197998)
Paradas de onibus.fid-70332a8e_1869e51a008_5799,2963,EM FRENTE A FAZENDA ESTRELA DOURADA N 87/88 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (222012.31583448919 8258028.84034403)
Paradas de onibus.fid-70332a8e_1869e51a008_579a,2962,LADO OPOSTO A CHACARA OLHOS DAGUA N 92 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221519.10918336303 8256732.123201409)
Paradas de onibus.fid-70332a8e_1869e51a008_579b,2960,LADO OPOSTO A CHACARA NOSSO RECANTO N 93 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221391.31839753746 8256389.841665409)
Paradas de onibus.fid-70332a8e_1869e51a008_579c,2959,EM FRENTE A CHACARA NOSSO RECANTO N 93 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221403.75945039518 8256373.877078538)
Paradas de onibus.fid-70332a8e_1869e51a008_579d,2958,LADO OPOSTO A CHACARA TIA CECA N 94 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221226.77779316186 8255942.162686988)
Paradas de onibus.fid-70332a8e_1869e51a008_579e,2957,EM FRENTE A CHACARA TIA CECA N 94 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221242.46013525449 8255921.376659625)
Paradas de onibus.fid-70332a8e_1869e51a008_579f,2956,LADO OPOSTO A CHACARA 97/98 ROBERTA (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221018.71065627265 8254775.905717649)
Paradas de onibus.fid-70332a8e_1869e51a008_57a0,2867,EM FRENTE AO PIONNER (DEPOIS DO BALAO) ANTES DO BALAO DF 250,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (220331.54019215237 8259364.925076822)
Paradas de onibus.fid-70332a8e_1869e51a008_57a1,2955,EM FRENTE A CHACARA 97/ 98 ROBERTA (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221042.02604695538 8254770.691234136)
Paradas de onibus.fid-70332a8e_1869e51a008_57a2,2961,EM FRENTE A FAZENDA OLHOS DAGUA N 92 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221530.58868025185 8256714.656144297)
Paradas de onibus.fid-70332a8e_1869e51a008_57a3,2831,LADO OPOSTO A PIONNER (ANTES DO BALAO) DF 250,ATIVA,SEM ESTRUTURA,Habitual,POINT (220078.10987867677 8259314.8639404895)
Paradas de onibus.fid-70332a8e_1869e51a008_57a4,7604,MANGUEIRAL - AV. MANGUEIRAL - QC 09 - LOTE 03,ATIVA,,Tipo C,POINT (199293.94375531306 8241071.157738261)
Paradas de onibus.fid-70332a8e_1869e51a008_57a5,7605,MANGUEIRAL - AV. MANGUEIRAL - QC 08 - RUA B,ATIVA,,Tipo C,POINT (199282.50266488804 8241037.226218021)
Paradas de onibus.fid-70332a8e_1869e51a008_57a6,7606,MANGUEIRAL - AV. MANGUEIRAL - QC 07 - CL 01,ATIVA,,Tipo C,POINT (199041.55500158918 8241157.582628143)
Paradas de onibus.fid-70332a8e_1869e51a008_57a7,7607,MANGUEIRAL - AV. MANGUEIRAL - QC 06 - RUA B,ATIVA,,Tipo C,POINT (199034.11780789332 8241128.799116238)
Paradas de onibus.fid-70332a8e_1869e51a008_57a8,8034,JARDINS MANGUEIRAL - AV. PAU BRASIL,ATIVA,,Tipo C,POINT (199482.84381333232 8241179.125015022)
Paradas de onibus.fid-70332a8e_1869e51a008_57a9,8035,JARDINS MANGUEIRAL - AV. PAU BRASIL.,ATIVA,,Tipo C,POINT (199523.91081030283 8241225.746835736)
Paradas de onibus.fid-70332a8e_1869e51a008_57aa,6388,SETOR MANGUEIRAL - QC 06,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (199035.35791581823 8241121.932532499)
Paradas de onibus.fid-70332a8e_1869e51a008_57ab,6386,SETOR MANGUEIRAL - QC 08,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (199281.23294548725 8241034.901739053)
Paradas de onibus.fid-70332a8e_1869e51a008_57ac,6387,SETOR MANGUEIRAL - QC 09,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (199296.12169213925 8241065.848979144)
Paradas de onibus.fid-70332a8e_1869e51a008_57ad,1302,SETOR MANGUEIRAL - ENTRADA PRINCIPAL,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (199568.6794112955 8241412.617878754)
Paradas de onibus.fid-70332a8e_1869e51a008_57ae,6389,SETOR MANGUEIRAL - QC 07,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (199042.66564129025 8241155.114187522)
Paradas de onibus.fid-70332a8e_1869e51a008_57af,1301,SETOR MANGUEIRAL - ENTRADA PRINCIPAL,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (199685.5088413729 8241326.24159702)
Paradas de onibus.fid-70332a8e_1869e51a008_57b0,6642,Setor Militar Urbano - Quartel General - Avenida Contorno - Lado Oposto a Portaria Norte,ATIVA,SEM ESTRUTURA,Cemusa,POINT (187477.26713721722 8254098.584966131)
Paradas de onibus.fid-70332a8e_1869e51a008_57b1,3697,LATERAL DO QG - ENTRADA DE VISITANTES SMU,ATIVA,SEM ESTRUTURA,Placa,POINT (187467.67307957716 8254072.6988086775)
Paradas de onibus.fid-70332a8e_1869e51a008_57b2,7786,DF 230 - ACESSO VILA CAPELINHA,ATIVA,,Tipo C,POINT (213616.5696357122 8268001.012888017)
Paradas de onibus.fid-70332a8e_1869e51a008_57b3,3082,ANTES CRUZAMENTO DF 128/230 LADO OPOSTO CHACARA DAS PALMEIRAS DF 128,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (212243.93327997782 8268972.655719218)
Paradas de onibus.fid-70332a8e_1869e51a008_57b4,7821,DF 230 - KM 04 - SETOR DE CH�CARAS,ATIVA,,Tipo C,POINT (212380.90699445596 8268660.122879656)
Paradas de onibus.fid-70332a8e_1869e51a008_57b5,7822,DF 230 - KM 04 - SETOR DE CH�CARAS,ATIVA,,Tipo C,POINT (212405.39444281074 8268666.744039606)
Paradas de onibus.fid-70332a8e_1869e51a008_57b6,2994,APOS CRUZAMENTO DF 230/128 CHACARA CAMINHO DAS ARVORES DF 230,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (212389.96928064164 8268656.466532652)
Paradas de onibus.fid-70332a8e_1869e51a008_57b7,2995,SETOR DE CHACARA - ANTES RIBEIRAO MESTRE DARMAS DF 230,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (212930.1856432234 8268330.986892039)
Paradas de onibus.fid-70332a8e_1869e51a008_57b8,2996,LADO OPOSTO ESTACAO DE TRATAMENTO DE ESGOTO DF 230,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (213646.38467340992 8268000.125392206)
Paradas de onibus.fid-70332a8e_1869e51a008_57b9,3086,APOS CRUZAMENTO DF 128/230 FRENTE CHACARA DAS PALMEIRAS DF 128,ATIVA,ACOSTAMENTO OU BAIA,Concreto,POINT (212237.60425109207 8268945.356016022)
Paradas de onibus.fid-70332a8e_1869e51a008_57ba,3009,APOS ENTR. ESTACAO DE TRATAMENTO DE ESGOTO DF 230,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (213642.4418159289 8268019.753541809)
Paradas de onibus.fid-70332a8e_1869e51a008_57bb,3010,SETOR DE CHACARA - APOS RIBEIRAO MESTRE DARMAS KM 05 DF 230,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (212950.48349938798 8268334.581910815)
Paradas de onibus.fid-70332a8e_1869e51a008_57bc,3011,ANTES CRUZAMENTO DF 230/128 LADO OPOSTO CHACARA CAMINHO DAS ARVORES DF 230,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (212405.82327665068 8268666.417769807)
Paradas de onibus.fid-70332a8e_1869e51a008_57bd,2938,ANTES DO BALAO DO POSTO FISCAL DF251,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (222962.28376953042 8232856.776468172)
Paradas de onibus.fid-70332a8e_1869e51a008_57be,2935,EM FRENTE AO POSTO FISCAL DF 251,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (223289.0650037772 8232336.264131028)
Paradas de onibus.fid-70332a8e_1869e51a008_57bf,2686,LADO OPOSTO NUCLEO RURAL CAPAO SECO CHACARA N 23 DF 125,ATIVA,SEM ESTRUTURA,Habitual,POINT (226421.25902271486 8232818.719902247)
Paradas de onibus.fid-70332a8e_1869e51a008_57c0,2937,DEPOIS DO POSTO FISCAL DF 251,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (222934.7722727314 8232905.889742326)
Paradas de onibus.fid-70332a8e_1869e51a008_57c1,2936,LADO OPOSTO AO POSTO FISCAL DF 251,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (223273.33035362267 8232335.837652757)
Paradas de onibus.fid-70332a8e_1869e51a008_57c2,2689,EM FRENTE A CHACARA 23 DF 125,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (226405.4986821171 8232794.930419025)
Paradas de onibus.fid-70332a8e_1869e51a008_57c3,2688,ENTRADA PARA ESCOLA CLASSE CAPAO SECO DF 125,ATIVA,SEM ESTRUTURA,Tipo C,POINT (226433.94478100142 8233531.7795442315)
Paradas de onibus.fid-70332a8e_1869e51a008_57c4,2687,LADO OPOSTO A ENTRADA PARA ESCOLA CLASSE CAPAO SECO DF 120 CARIRU,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (226451.5402959751 8233501.960129391)
Paradas de onibus.fid-70332a8e_1869e51a008_57c5,4508,ANTES DO BALAO PROXIMO A ENTRADA DE ACESSO A CRISTALINA DF 251,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (222938.17198162695 8232870.622651765)
Paradas de onibus.fid-70332a8e_1869e51a008_57c6,1090,KM 26.5 - SETOR DE CHACARAS DF 180,ATIVA,SEM ESTRUTURA,Habitual,POINT (157366.22003885094 8259547.995101088)
Paradas de onibus.fid-70332a8e_1869e51a008_57c7,1091,ANTES ENTRADA DF 435 DF 180,ATIVA,SEM ESTRUTURA,Tipo C,POINT (157142.9310909203 8260251.93410307)
Paradas de onibus.fid-70332a8e_1869e51a008_57c8,1092,BR 080 KM 16 FRENTE A SPORT SOCIETY DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (156883.99100815933 8261061.145021745)
Paradas de onibus.fid-70332a8e_1869e51a008_57c9,1121,LADO OPOSTO ENTRADA DF 435 DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (157127.7610485598 8260222.643877017)
Paradas de onibus.fid-70332a8e_1869e51a008_57ca,1093,KM 24.5 CHACARA POR DO SOL DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (156695.58338202024 8261655.218430742)
Paradas de onibus.fid-70332a8e_1869e51a008_57cb,1119,LADO OPOSTO KM 24.5 CHACARA POR DO SOL DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (156685.16474417038 8261618.492179333)
Paradas de onibus.fid-70332a8e_1869e51a008_57cc,1122,SETOR DE CHACARAS DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (157340.48273560664 8259557.224902485)
Paradas de onibus.fid-70332a8e_1869e51a008_57cd,1120,LADO OPOSTO SPORT SOCIETY DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (156872.77729018667 8261023.683307893)
Paradas de onibus.fid-70332a8e_1869e51a008_57ce,2954,LADO OPOSTO APOSTO  CHACARA N 100 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221707.475148134 8253746.567207648)
Paradas de onibus.fid-70332a8e_1869e51a008_57cf,2953,EM FRENTE CHACARA N 100 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (221742.2632255057 8253740.954482097)
Paradas de onibus.fid-70332a8e_1869e51a008_57d0,2952,LADO OPOSTO A CHACARA N 102 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (222150.8679534723 8253210.5706578605)
Paradas de onibus.fid-70332a8e_1869e51a008_57d1,2950,LADO OPOSTO A CENTRAL GENETICA N 106 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (223045.68442819553 8252120.1809775885)
Paradas de onibus.fid-70332a8e_1869e51a008_57d2,2948,LADO OPOSTO A CHACARA 108/109 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (223928.98935979913 8251041.98219995)
Paradas de onibus.fid-70332a8e_1869e51a008_57d3,2947,EM FRENTE CHACARA 108/109 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (223948.56926002412 8251047.716634139)
Paradas de onibus.fid-70332a8e_1869e51a008_57d4,2946,LADO OPOSTO A AGROPECUARIA VALE ESCOL N 110 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (224130.71193138574 8250796.608303419)
Paradas de onibus.fid-70332a8e_1869e51a008_57d5,2945,EM FRENTE A AGROPECUARIA VALE ESCOL N 110 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (224162.50084664254 8250786.722517673)
Paradas de onibus.fid-70332a8e_1869e51a008_57d6,2944,LADO OPOSTO AO NUCLEO RURAL TABATINGA NUMERO 113 DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (224683.4740715169 8250055.5392699605)
Paradas de onibus.fid-70332a8e_1869e51a008_57d7,2910,EM FRENTE AO NUCLEO RURAL TABATINGA NUMERO 113 DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (224672.97631996532 8250026.861559447)
Paradas de onibus.fid-70332a8e_1869e51a008_57d8,2909,LADO OPOSTO AO CENTRO DE ENSINO 1 GRAU VARZEAS DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (224896.74978819807 8249287.1314799115)
Paradas de onibus.fid-70332a8e_1869e51a008_57d9,2943,E M FRENTE AO CENTRO DE ENSINO 1 GRAU VARZEAS DF 120,ATIVA,SEM ESTRUTURA,Concreto,POINT (224879.83576706852 8249274.74056301)
Paradas de onibus.fid-70332a8e_1869e51a008_57da,2951,EM FRENTE A CHACARA 102 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (222183.71568180918 8253203.960643864)
Paradas de onibus.fid-70332a8e_1869e51a008_57db,2949,EM FRENTE A CENTRAL DE GENETICA N 106 (ESTRADA DE CHAO) DF 120,ATIVA,SEM ESTRUTURA,Habitual,POINT (223069.48015250085 8252128.439983053)
Paradas de onibus.fid-70332a8e_1869e51a008_57dc,4933,QUADRA 15 AO LADO DO CENTRO DE ENSINO N 04 RUA 08,ATIVA,SEM ESTRUTURA,Tipo C,POINT (202043.00401414995 8268139.627598412)
Paradas de onibus.fid-70332a8e_1869e51a008_57dd,7616,QUADRA 16 - CONJUNTO AC/CD - ESCOLA CLASSE 04,ATIVA,,Tipo C,POINT (202257.38584491285 8268226.5260473825)
Paradas de onibus.fid-70332a8e_1869e51a008_57de,7617,QUADRA 17 - CONJUNTO A,ATIVA,,Tipo C,POINT (202531.3632666946 8268388.468929015)
